"","ID","Scientific name","Common name","Listing Status","Year listed/precluded","Year","Regions of occurrence","US vs foreign","Vert vs invert","Species group","Number of counties","County names","County FIPS","Range.Area","Habitat.modification","Overutilization","Pollution","Species.species.interactions","Env.Stochasticity","Demographic.Stochasticity","Total threats","avg_footprint_2009","avg_footprint_1993","absolute_change_footprint","cropland_footprint_2005","cropland_footprint_1992","absolute_change_cropland_footprint","pasture_footprint_2009","pasture_footprint_1993","absolute_change_pasture_footprint","lights_footprint_2009","lights_footprint_1994","absolute_change_lights_footprint","population_footprint_2010","population_footprint_1990","absolute_change_population_footprint","built_footprint_2009","built_footprint_1994","absolute_change_built_footprint","navwater_footprint_2009","navwater_footprint_1994","absolute_change_navwater_footprint","agland_value","avg_employment","per_capita_income","nserve_pop_stability","Education","public_mang_shannons_diversity","env_ballot_pass_proportion","prior_listed_density","prior_rec_density"
"11",11,"Ceanothus roderickii","Pine Hill ceanothus","Listed","10/18/1996",1996,"8","US","P","Flowering Plants",3,"El Dorado, Sacramento, Placer","06017, 06067, 06061",10566574321,1,0,1,0,0,0,2,13.2441042236925,13.0743091906162,0.1697950330763,0.251447432078454,0.381885463468991,-0.130438031390537,0.154747006066477,0.171484821971991,-0.016737815905514,3.12373475268009,3.22604777154988,-0.10231301886979,4.60914727862261,4.12354465254736,0.48560262607525,2.30069241759596,2.36701114230795,-0.0663187247119899,0,0,0,9.35673727837474,1.04841452522444,4.52791339639783,3,0.146394004238096,0.854639236120117,0.666666666666667,2.74450348041043,0
"12",12,"Chorizanthe orcuttiana","Orcutt's spineflower","Listed","10/7/1996",1996,"8","US","P","Flowering Plants",1,"San Diego","06073",10898787530,1,0,0,1,0,1,3,12.3419844458546,11.9195158045832,0.422468641271399,0.0483548445737139,0,0.0483548445737139,0.143882930376295,0.144973641156153,-0.00109071077985801,3.07871296127977,2.98036720596255,0.09834575531722,4.3576622432285,4.08989274677331,0.26776949645519,2.52590438102163,2.51681512452281,0.00908925649881986,0.0434204044031222,0.0434204044031222,0,19.247,1.73441953501409,4.4824,3,0.147457309721724,0.679898573321334,1,2.47733978900679,0
"13",13,"Rana draytonii","California red-legged frog","Listed","5/23/1996",1996,"8","US/Foreign","V","Amphibians",50,"Calaveras, Glenn, Plumas, Yuba, Lassen, San Mateo, Marin, Kern, Butte, Solano, Santa Cruz, Lake, Santa Barbara, Los Angeles, Santa Clara, Yolo, Nevada, Napa, Shasta, Tuolumne, Trinity, Colusa, Siskiyou, Sierra, Alpine, San Francisco, Mono, El Dorado, Inyo, Kings, Tulare, Merced, Sonoma, Tehama, San Benito, Mariposa, San Joaquin, San Luis Obispo, Mendocino, Monterey, Placer, Contra Costa, Stanislaus, Sutter, Ventura, Fresno, Sacramento, Alameda, Madera, Amador","06009, 06021, 06063, 06115, 06035, 06081, 06041, 06029, 06007, 06095, 06087, 06033, 06083, 06037, 06085, 06113, 06057, 06055, 06089, 06109, 06105, 06011, 06093, 06091, 06003, 06075, 06051, 06017, 06027, 06031, 06107, 06047, 06097, 06103, 06069, 06043, 06077, 06079, 06045, 06053, 06061, 06013, 06099, 06101, 06111, 06019, 06067, 06001, 06039, 06005",287117714485,1,0,0,1,1,0,3,9.27333309289079,9.49895058464799,-0.2256174917572,0.347263500952729,0.577318484413218,-0.230054983460489,0.326961113544254,0.347518267387685,-0.020557153843431,1.75367504905802,1.92311583587387,-0.16944078681585,3.38573743593268,3.03649945737863,0.34923797855405,1.24508115849623,1.39962866467898,-0.15454750618275,0.0715809903595497,0.0718360316012961,-0.000255041241746398,5.87234608707713,0.522587887929983,3.55533650153168,6,0.114571411251308,1.28858190628829,0.26,2.79327940959177,0.0313460282871895
"14",14,"Calystegia stebbinsii","Stebbins' morning-glory","Listed","10/18/1996",1996,"8","US","P","Flowering Plants",4,"Nevada, El Dorado, Sacramento, Placer","06057, 06017, 06067, 06061",13047161652,1,0,1,1,0,0,3,11.7245520001591,11.6306260376267,0.0939259625324009,0.189990632268395,0.286414097601743,-0.096423465333348,0.127401081526975,0.139954443456111,-0.012553361929136,2.63595642380352,2.77642061388923,-0.14046419008571,4.32056981264018,3.8582144910163,0.46235532162388,1.83390951793402,1.95289785893891,-0.11898834100489,0,0,0,8.97159464255092,0.889904663534248,4.51990660071642,3,0.149844491832759,0.844374388524739,0.5,2.68257579184932,0
"15",15,"Senecio layneae","Layne's butterweed","Listed","10/18/1996",1996,"8","US","P","Flowering Plants",7,"Yuba, Nevada, Placer, El Dorado, Tuolumne, Butte, Sacramento","06115, 06057, 06061, 06017, 06109, 06007, 06067",24674593066,1,0,1,1,0,0,3,9.76352057125356,10.023544569847,-0.260023998593439,0.161394343220679,0.56779896553032,-0.406404622309641,0.17586833382871,0.139385721763193,0.036482612065517,1.89890366448199,2.0409824000608,-0.14207873557881,3.93461166776781,3.54887440992288,0.38573725784493,1.24775740224253,1.38151791454581,-0.13376051230328,0,0,0,7.22003126877995,0.536218366990272,3.88026526086273,5,0.121896533828766,1.05782882529234,0.285714285714286,2.2290134574007,0
"16",16,"Collomia rawsoniana","Rawson's flaming trumpet","Precluded","2/28/1996",1996,"8","US","P","Flowering Plants",1,"Madera","06039",5534850492,1,0,0,0,0,0,1,7.16107477541364,6.49452743475651,0.666547340657131,1.21532128154645,0.661535707893324,0.553785573653126,0.285305172722391,0.369965992482549,-0.084660819760158,0.971183103633435,1.07069983891176,-0.0995167352783249,3.03543941292286,2.5809915876141,0.45444782530876,0.474315374977627,0.631823876856989,-0.157508501879362,0,0,0,6.783,0.110136669613948,2.7208,5,0.0576222772746348,0.139114118382987,0,2.52942695023748,0
"17",17,"Delphinium variegatum thornei","Thorne's royal larkspur","Precluded","2/28/1996",1996,"8","US","P","Flowering Plants",1,"Los Angeles","06037",10510588451,0,0,0,1,0,0,1,18.7931776386113,18.9822333040413,-0.189055665430001,0.176895306859206,0.0645069352080562,0.11238837165115,0,0,0,5.04047121413642,5.41497244917347,-0.37450123503705,5.97691430742922,5.67870036101083,0.298213946418389,4.34163024890747,4.56678700361011,-0.22515675470264,0.123258472084816,0.123258472084816,0,14.027,5.41721429446539,4.2487,3,0.131151406562812,0.23900141696873,1,3.32997530663186,0.0951421516180531
"18",18,"Dudleya blochmaniae brevifolia","Short-leaved dudleya","Precluded","10/7/1996",1996,"8","US","P","Flowering Plants",1,"San Diego","06073",10898787530,1,0,0,0,0,0,1,12.3419844458546,11.9195158045832,0.422468641271399,0.0483548445737139,0,0.0483548445737139,0.143882930376295,0.144973641156153,-0.00109071077985801,3.07871296127977,2.98036720596255,0.09834575531722,4.3576622432285,4.08989274677331,0.26776949645519,2.52590438102163,2.51681512452281,0.00908925649881986,0.0434204044031222,0.0434204044031222,0,19.247,1.73441953501409,4.4824,3,0.147457309721724,0.679898573321334,1,2.47733978900679,0
"19",19,"Lotus argophyllus adsurgens","Silver, San Clemente Island hosackia","Precluded","2/28/1996",1996,"8","US","P","Flowering Plants",1,"Los Angeles","06037",10510588451,0,0,0,1,0,0,1,18.7931776386113,18.9822333040413,-0.189055665430001,0.176895306859206,0.0645069352080562,0.11238837165115,0,0,0,5.04047121413642,5.41497244917347,-0.37450123503705,5.97691430742922,5.67870036101083,0.298213946418389,4.34163024890747,4.56678700361011,-0.22515675470264,0.123258472084816,0.123258472084816,0,14.027,5.41721429446539,4.2487,5,0.131151406562812,0.23900141696873,1,3.32997530663186,0.0951421516180531
"20",20,"Orcuttia inaequalis","San Joaquin Orcutt grass","Listed","3/26/1997",1997,"8","US","P","Flowering Plants",7,"Stanislaus, Fresno, Tulare, Merced, Madera, Solano, Mariposa","06099, 06019, 06107, 06047, 06039, 06095, 06043",48228728529,1,0,0,0,0,1,2,9.49055949909594,9.41722240988918,0.0733370892067615,1.0839799704214,1.07467422850385,0.00930574191754996,0.298343778157685,0.39488954400687,-0.096545765849185,1.69487496023102,1.80899629986378,-0.11412133963276,3.29993565569144,2.90073450451225,0.39920115117919,1.037667173564,1.16216987640912,-0.12450270284512,0.00475069403377253,0.00475069403377253,0,7.31292196868384,0.250106531271023,3.02698417442723,3,0.0762763295744789,0.976891307518246,0,2.50887808346933,0
"21",21,"Helianthemum greenei","Island rush-rose","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,0,0,1,0,1,1,3,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,7,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"22",22,"Speyeria zerene behrensii","Behren's silverspot butterfly","Listed","12/5/1997",1997,"8","US","I","Insects",2,"Sonoma, Mendocino","06097, 06045",13162877234,1,1,0,1,1,1,5,8.10043768709306,8.32617489693656,-0.225737209843501,0.0461426447505778,0.0017220172201722,0.0444206275304056,0.327156172169121,0.312491586539278,0.014664585629843,1.22448885891399,1.52496157485042,-0.30047271593643,3.67156382717886,3.35594491229286,0.315618914886,0.74638586253339,1.03997845610704,-0.29359259357365,0.103339841836116,0.109715872879774,-0.006376031043658,8.59102015002376,0.250074504341457,3.7308841146965,3,0.121564650573293,1.75364541373614,0.5,3.64661913551962,0.0759712319899921
"23",23,"Carex albida","White sedge","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",1,"Sonoma","06097",4081450561,1,0,0,0,0,1,2,11.4979766382356,11.9732533830265,-0.4752767447909,0.0861008610086101,0.0034440344403444,0.0826568265682657,0.262484624846248,0.235916359163592,0.026568265682656,2.2740467404674,2.80762607626076,-0.53357933579336,5.09840098400984,4.62287822878229,0.47552275522755,1.40221402214022,1.92865928659287,-0.52644526445265,0.1208849527374,0.1208849527374,0,15.887,0.685979153282705,4.4709,3,0.144863273050984,1.26653827717063,1,6.86030605578123,0
"24",24,"Polyphylla barbata","Mount Hermon June beetle","Listed","1/24/1997",1997,"8","US","I","Insects",1,"Santa Cruz","06087",1152967426,1,0,0,0,0,0,1,14.8575382906177,16.4685491119051,-1.6110108212874,0,0.0252707581227437,-0.0252707581227437,0.105595667870036,0.0848375451263538,0.0207581227436822,3.35559566787004,4.25812274368231,-0.90252707581227,6.12906137184116,5.8312274368231,0.29783393501806,2.06678700361011,3.06859205776173,-1.00180505415162,0.318587900640556,0.318587900640556,0,22.423,1.25955856796253,4.6415,3,0.161369554809051,0.626930897167881,1,28.6217973342813,0
"25",25,"Cercocarpus traskiae","Catalina Island mountain-mahogany","Listed","8/8/1997",1997,"8","US","P","Flowering Plants",1,"Los Angeles","06037",10510588451,1,0,0,1,0,1,3,18.7931776386113,18.9822333040413,-0.189055665430001,0.176895306859206,0.0645069352080562,0.11238837165115,0,0,0,5.04047121413642,5.41497244917347,-0.37450123503705,5.97691430742922,5.67870036101083,0.298213946418389,4.34163024890747,4.56678700361011,-0.22515675470264,0.123258472084816,0.123258472084816,0,14.027,5.41721429446539,4.2487,3,0.131151406562812,0.23900141696873,1,3.42511745824991,0.0951421516180531
"26",26,"Sibara filifolia","Santa Cruz Island rockcress","Listed","8/8/1997",1997,"8","US","P","Flowering Plants",2,"Santa Barbara, Los Angeles","06083, 06037",17594589073,0,0,1,0,1,0,2,12.7494855968596,12.9146625232801,-0.1651769264205,0.159380193112142,0.0560629914135519,0.10331720169859,0.279903628117914,0.277352607709751,0.00255102040816302,3.01754286330404,3.3351789683509,-0.31763610504686,4.22074173421347,3.95244541860066,0.26829631561281,2.5045736278551,2.7262789893334,-0.2217053614783,0.180999487186583,0.180999487186583,0,11.2303749628219,3.38289287422678,4.3958187429578,5,0.128259124304309,0.205259777440542,0.5,3.80798890624935,0.113671310634309
"27",27,"Alopecurus aequalis var. sonomensis","Sonoma alopecurus","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",3,"Sonoma, Napa, Marin","06097, 06055, 06041",7367593351,1,0,0,0,0,1,2,11.4775099041349,11.8847495087208,-0.4072396045859,0.0474775645132635,0.00803100066398893,0.0394465638492746,0.347554849532866,0.324944283003871,0.022610566528995,2.25355630019582,2.7008876929322,-0.44733139273638,4.78502709288336,4.37056661344443,0.41446047943893,1.53862377391046,1.97504959653437,-0.43642582262391,0.232450203178731,0.232450203178731,0,16.8607249536081,0.749430612813419,5.39275520579986,3,0.174121922752097,1.88203514514636,0.666666666666667,10.9940921195123,0
"28",28,"Arabis hoffmannii","Hoffmann's rock-cress","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,1,0,0,1,1,1,4,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,4,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"29",29,"Heterelmis comalensis","Comal Springs riffle beetle","Listed","12/18/1997",1997,"2","US","I","Insects",5,"Bexar, Blanco, Comal, Kendall, Hays","48029, 48031, 48091, 48259, 48209",9969110941,1,0,0,0,1,0,2,14.2096097394861,12.8678684818045,1.3417412576816,0.137009270546972,1.11457421156178,-0.977564941014808,1.36024526121576,1.22736532963974,0.13287993157602,3.62328219015704,2.73947992635114,0.8838022638059,4.49690010244436,3.69243618496411,0.80446391748025,2.38336369274449,1.88520359873703,0.49816009400746,0,0,0,2.74622777791685,1.13339595344764,3.97853806773729,3,0.139459638349578,0.796033724356697,0.6,3.81177421185246,0.902788629122951
"30",30,"Poa napensis","Napa bluegrass","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",2,"Sonoma, Napa","06097, 06055",6019616519,1,0,0,0,0,1,2,10.5225997017263,10.9612614655861,-0.4386617638598,0.0686352258259425,0.0017220172201722,0.0669132086057703,0.287187731526438,0.25806539205743,0.029122339469008,2.05953799011674,2.48422239485553,-0.42468440473879,4.56065273372032,4.19301806175956,0.367634671960761,1.21280291750286,1.69045050099624,-0.47764758349338,0.0654849045198352,0.0654849045198352,0,19.5043889930363,0.616570837741101,4.57757031360863,3,0.142569121512549,1.82503057859983,0.5,8.14005341458862,0
"31",31,"Phacelia insularis ssp. insularis","Island phacelia","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,1,0,0,1,1,1,4,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,NA,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"32",32,"Branchinecta sandiegonensis","San Diego fairy shrimp","Listed","2/3/1997",1997,"8","US","I","Crustaceans",2,"Orange, San Diego","06059, 06073",12947180059,1,0,1,1,0,0,3,21.6398542875092,21.0146150471278,0.625239240381397,0.0241774222868569,0,0.0241774222868569,0.0719414651881475,0.0724868205780765,-0.000545355389929003,5.92142036270377,5.8201590329567,0.10126132974707,6.61028075306388,6.17099059943088,0.439290153633,5.29980722736585,5.23875154260539,0.0610556847604604,0.111529900651951,0.111529900651951,0,18.1154714894944,3.03052632474399,4.58525328365208,5,0.154791029988369,0.696201339821169,1,3.86184480111894,0
"33",33,"Stygoparnus comalensis","Comal Springs dryopid beetle","Listed","12/18/1997",1997,"2","US","I","Insects",5,"Kendall, Blanco, Hays, Comal, Bexar","48259, 48031, 48209, 48091, 48029",9969110941,1,0,0,0,1,0,2,14.2096097394861,12.8678684818045,1.3417412576816,0.137009270546972,1.11457421156178,-0.977564941014808,1.36024526121576,1.22736532963974,0.13287993157602,3.62328219015704,2.73947992635114,0.8838022638059,4.49690010244436,3.69243618496411,0.80446391748025,2.38336369274449,1.88520359873703,0.49816009400746,0,0,0,2.74622777791685,1.13339595344764,3.97853806773729,4,0.139459638349578,0.796033724356697,0.6,3.81177421185246,0.902788629122951
"34",34,"Plagiobothrys strictus","Calistoga allocarya","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",2,"Napa, Sonoma","06055, 06097",6019616519,1,0,0,0,0,1,2,10.5225997017263,10.9612614655861,-0.4386617638598,0.0686352258259425,0.0017220172201722,0.0669132086057703,0.287187731526438,0.25806539205743,0.029122339469008,2.05953799011674,2.48422239485553,-0.42468440473879,4.56065273372032,4.19301806175956,0.367634671960761,1.21280291750286,1.69045050099624,-0.47764758349338,0.0654849045198352,0.0654849045198352,0,19.5043889930363,0.616570837741101,4.57757031360863,3,0.142569121512549,1.82503057859983,0.5,8.14005341458862,0
"35",35,"Ambystoma tigrinum stebbinsi","Sonora tiger Salamander","Listed","1/6/1997",1997,"2","US/Foreign","V","Amphibians",2,"Cochise, Santa Cruz","04003, 04023",19169779362,1,0,0,1,1,1,4,6.13910108957282,5.58325034730207,0.55585074227075,0.0946298100506431,0,0.0946298100506431,1.48465046604591,1.51185389353185,-0.0272034274859398,0.469886738524916,0.387067893020541,0.082818845504375,2.02782941614832,1.64832769132128,0.37950172482704,0.283759332905111,0.257655539683251,0.02610379322186,0,0,0,1.97117327317051,0.0408011999110666,3.07011102394841,3,0.0837277512665821,1.05823668474618,0,1.35630147374254,0.208661765191161
"36",36,"Castilleja mollis","Soft-leaved paintbrush","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,1,0,0,1,0,1,3,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,5,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"37",37,"Astragalus clarianus","Clara Hunt's milk-vetch","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",2,"Sonoma, Napa","06097, 06055",6019616519,1,0,0,1,0,1,3,10.5225997017263,10.9612614655861,-0.4386617638598,0.0686352258259425,0.0017220172201722,0.0669132086057703,0.287187731526438,0.25806539205743,0.029122339469008,2.05953799011674,2.48422239485553,-0.42468440473879,4.56065273372032,4.19301806175956,0.367634671960761,1.21280291750286,1.69045050099624,-0.47764758349338,0.0654849045198352,0.0654849045198352,0,19.5043889930363,0.616570837741101,4.57757031360863,3,0.142569121512549,1.82503057859983,0.5,8.14005341458862,0
"38",38,"Dudleya sp.","Sp. nov. ined. (munchkin) dudleya","Precluded","7/31/1997 ",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,1,0,0,0,1,0,2,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,3,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"39",39,"Cordylanthus mollis ssp. mollis","Soft bird's-beak","Listed","11/20/1997",1997,"8","US","P","Flowering Plants",3,"Sacramento, Contra Costa, Solano","06067, 06013, 06095",6484697759,1,0,0,1,0,1,3,21.6114257634763,21.2466278205748,0.3647979429015,0.944201244942048,0.805582800345241,0.138618444596807,0.179011931324375,0.22443007100244,-0.045418139678065,5.65805524633502,5.84362442214781,-0.18556917581279,6.48544585578992,5.93230386815251,0.55314198763741,4.58160543817795,4.67758060755017,-0.0959751693722204,0.0265322720251675,0.0265322720251675,0,6.10126340435722,2.31937101141309,4.40004976961672,3,0.137243268074533,1.60874182678358,0.333333333333333,11.7198985711433,0
